value,label
KRX:152550,한국ANKOR유전
KRX:005257,녹십자홀딩스2우
KRX:001770,SHD
KRX:025620,제이준코스메틱
KRX:002355,넥센타이어1우B
KRX:108675,LX하우시스우
KRX:005110,한창
KRX:007815,코리아써우
KRX:004835,덕성우
KRX:35320K,대덕전자1우
KRX:030790,비케이탑스
KRX:168490,한국패러랠
KRX:001795,대한제당우
KRX:33637L,솔루스첨단소재2우B
KRX:004105,태양금속우
KRX:000087,하이트진로2우B
KRX:000075,삼양홀딩스우
KRX:071950,코아스
KRX:008500,일정실업
KRX:000885,한화우
KRX:004255,NPC우
KRX:18064K,한진칼우
KRX:002025,코오롱우
KRX:45014K,코오롱모빌리티그룹우
KRX:140910,에이리츠
KRX:38380K,LX홀딩스1우
KRX:001067,JW중외제약2우B
KRX:000225,유유제약1우
KRX:005725,넥센우
KRX:001065,JW중외제약우
KRX:003075,코오롱글로벌우
KRX:45226K,한화갤러리아우
KRX:145995,삼양사우
KRX:001515,SK증권우
KRX:004985,성신양회우
KRX:00806K,대덕1우
KRX:008355,남선알미우
KRX:26490K,크라운제과우
KRX:000325,노루홀딩스우
KRX:001755,한양증권우
KRX:36328K,티와이홀딩스우
KRX:090355,노루페인트우
KRX:007575,일양약품우
KRX:006345,대원전선우
KRX:005745,크라운해태홀딩스우
KRX:004545,깨끗한나라우
KRX:014825,동원시스템즈우
KRX:000145,하이트진로홀딩스우
KRX:00781K,코리아써키트2우B
KRX:014285,금강공업우
KRX:005965,동부건설우
KRX:009415,태영건설우
KRX:000545,흥국화재우
KRX:012205,계양전기우
KRX:011155,CJ씨푸드1우
KRX:000227,유유제약2우B
KRX:004415,서울식품우
KRX:002785,진흥기업우B
KRX:014915,성문전자우
KRX:001527,동양2우B
KRX:002787,진흥기업2우B
KRX:002995,금호건설우
KRX:001525,동양우
KRX:247540,에코프로비엠
KRX:086520,에코프로
KRX:028300,HLB
KRX:196170,알테오젠
KRX:348370,엔켐
KRX:068760,셀트리온제약
KRX:403870,HPSP
KRX:065350,신성델타테크
KRX:058470,리노공업
KRX:277810,레인보우로보틱스
KRX:035900,JYP Ent.
KRX:039030,이오테크닉스
KRX:145020,휴젤
KRX:357780,솔브레인
KRX:214150,클래시스
KRX:263750,펄어비스
KRX:293490,카카오게임즈
KRX:005290,동진쎄미켐
KRX:041510,에스엠
KRX:036930,주성엔지니어링
KRX:417200,LS머트리얼즈
KRX:328130,루닛
KRX:035760,CJ ENM
KRX:121600,나노신소재
KRX:000250,삼천당제약
KRX:240810,원익IPS
KRX:112040,위메이드
KRX:095340,ISC
KRX:393890,더블유씨피
KRX:141080,레고켐바이오
KRX:067630,HLB생명과학
KRX:067160,아프리카TV
KRX:036830,솔브레인홀딩스
KRX:025900,동화기업
KRX:281740,레이크머티리얼즈
KRX:253450,스튜디오드래곤
KRX:098460,고영
KRX:096530,씨젠
KRX:214370,케어젠
KRX:067310,하나마이크론
KRX:399720,가온칩스
KRX:140860,파크시스템스
KRX:140410,메지온
KRX:237690,에스티팜
KRX:365340,성일하이텍
KRX:078600,대주전자재료
KRX:034230,파라다이스
KRX:086900,메디톡스
KRX:064760,티씨케이
KRX:298380,에이비엘바이오
KRX:195940,HK이노엔
KRX:009520,포스코엠텍
KRX:440110,파두
KRX:036540,SFA반도체
KRX:214450,파마리서치
KRX:213420,덕산네오룩스
KRX:101490,에스앤에스텍
KRX:085660,차바이오텍
KRX:166090,하나머티리얼즈
KRX:080220,제주반도체
KRX:383310,에코프로에이치엔
KRX:137400,피엔티
KRX:225570,넥슨게임즈
KRX:222800,심텍
KRX:278280,천보
KRX:078130,국일제지
KRX:418550,제이오
KRX:056190,에스에프에이
KRX:101360,에코앤드림
KRX:031980,피에스케이홀딩스
KRX:003380,하림지주
KRX:084370,유진테크
KRX:420770,기가비스
KRX:039200,오스코텍
KRX:376300,디어유
KRX:041190,우리기술투자
KRX:048410,현대바이오
KRX:015750,성우하이텍
KRX:348210,넥스틴
KRX:222080,씨아이에스
KRX:310210,보로노이
KRX:178320,서진시스템
KRX:089030,테크윙
KRX:122870,와이지엔터테인먼트
KRX:336570,원텍
KRX:025320,시노펙스
KRX:074600,원익QnC
KRX:319660,피에스케이
KRX:086450,동국제약
KRX:372170,윤성에프앤씨
KRX:950160,코오롱티슈진
KRX:204270,제이앤티씨
KRX:131970,두산테스나
KRX:215200,메가스터디교육
KRX:053800,안랩
KRX:394280,오픈엣지테크놀로지
KRX:445090,에이직랜드
KRX:095500,미래나노텍
KRX:352480,씨앤씨인터내셔널
KRX:360070,탑머티리얼
KRX:136510,스마트솔루션즈
KRX:183300,코미코
KRX:058610,에스피지
KRX:272290,이녹스첨단소재
KRX:079370,제우스
KRX:119860,커넥트웨이브
KRX:064550,바이오니아
KRX:099190,아이센스
KRX:144510,지씨셀
KRX:131290,티에스이
KRX:094360,칩스앤미디어
KRX:091120,이엠텍
KRX:060280,큐렉소
KRX:058970,엠로
KRX:287410,제이시스메디칼
KRX:018290,브이티
KRX:189300,인텔리안테크
KRX:069080,웹젠
KRX:179900,유티아이
KRX:046890,서울반도체
KRX:115450,HLB테라퓨틱스
KRX:253590,네오셈
KRX:047920,HLB제약
KRX:025980,아난티
KRX:042000,카페24
KRX:030520,한글과컴퓨터
KRX:032500,케이엠더블유
KRX:257720,실리콘투
KRX:232140,와이아이케이
KRX:317330,덕산테코피아
KRX:078340,컴투스
KRX:237880,클리오
KRX:060250,NHN KCP
KRX:290650,엘앤씨바이오
KRX:032190,다우데이타
KRX:228760,지노믹트리
KRX:114190,강원에너지
KRX:460930,현대힘스
KRX:358570,지아이이노베이션
KRX:039440,에스티아이
KRX:053610,프로텍
KRX:108860,셀바스AI
KRX:049070,인탑스
KRX:194480,데브시스터즈
KRX:215000,골프존
KRX:235980,메드팩토
KRX:082270,젬백스
KRX:036810,에프에스티
KRX:215600,신라젠
KRX:095660,네오위즈
KRX:200710,에이디테크놀로지
KRX:084850,아이티엠반도체
KRX:064290,인텍플러스
KRX:087010,펩트론
KRX:299900,위지윅스튜디오
KRX:299030,하나기술
KRX:091700,파트론
KRX:006730,서부T&D
KRX:405100,큐알티
KRX:033640,네패스
KRX:200130,콜마비앤에이치
KRX:043150,바텍
KRX:093320,케이아이엔엑스
KRX:378340,필에너지
KRX:007390,네이처셀
KRX:218410,RFHIC
KRX:323990,박셀바이오
KRX:068240,다원시스
KRX:110990,디아이티
KRX:206650,유바이오로직스
KRX:243070,휴온스
KRX:372320,큐로셀
KRX:054450,텔레칩스
KRX:330860,네패스아크
KRX:335890,비올
KRX:122640,예스티
KRX:348340,뉴로메카
KRX:005160,동국산업
KRX:241710,코스메카코리아
KRX:338220,뷰노
KRX:340570,티앤엘
KRX:099430,바이오플러스
KRX:094170,동운아나텍
KRX:083310,엘오티베큠
KRX:095610,테스
KRX:041020,폴라리스오피스
KRX:101730,위메이드맥스
KRX:199800,툴젠
KRX:047310,파워로직스
KRX:416180,신성에스티
KRX:104830,원익머트리얼즈
KRX:151860,KG ETS
KRX:082920,비츠로셀
KRX:094480,갤럭시아머니트리
KRX:101160,월덱스
KRX:119610,인터로조
KRX:425040,티이엠씨
KRX:041830,인바디
KRX:118990,모트렉스
KRX:206640,바디텍메드
KRX:050890,쏠리드
KRX:252990,샘씨엔에스
KRX:243840,신흥에스이씨
KRX:035600,KG이니시스
KRX:432720,퀄리타스반도체
KRX:425420,티에프이
KRX:319400,현대무벡스
KRX:083450,GST
KRX:034950,한국기업평가
KRX:056080,유진로봇
KRX:099320,쎄트렉아이
KRX:290690,소룩스
KRX:108490,로보티즈
KRX:033500,동성화인텍
KRX:322310,오로스테크놀로지
KRX:114810,한솔아이원스
KRX:117730,티로보틱스
KRX:439090,마녀공장
KRX:053030,바이넥스
KRX:263720,디앤씨미디어
KRX:023160,태광
KRX:402030,코난테크놀로지
KRX:448280,에코아이
KRX:126700,하이비젼시스템
KRX:270660,에브리봇
KRX:270520,지오릿에너지
KRX:357550,석경에이티
KRX:051370,인터플렉스
KRX:230360,에코마케팅
KRX:100790,미래에셋벤처투자
KRX:089970,에이피티씨
KRX:029960,코엔텍
KRX:441270,파인엠텍
KRX:033100,제룡전기
KRX:101670,하이드로리튬
KRX:039840,디오
KRX:027360,아주IB투자
KRX:089010,켐트로닉스
KRX:060150,인선이엔티
KRX:038500,삼표시멘트
KRX:054950,제이브이엠
KRX:014620,성광벤드
KRX:095700,제넥신
KRX:047560,이스트소프트
KRX:079810,디이엔티
KRX:013030,하이록코리아
KRX:044490,태웅
KRX:090360,로보스타
KRX:298830,슈어소프트테크
KRX:136480,하림
KRX:256840,한국비엔씨
KRX:025770,한국정보통신
KRX:267980,매일유업
KRX:089980,상아프론테크
KRX:265520,AP시스템
KRX:080160,모두투어
KRX:102710,이엔에프테크놀로지
KRX:200670,휴메딕스
KRX:123860,아나패스
KRX:059090,미코
KRX:161580,필옵틱스
KRX:217270,넵튠
KRX:060720,KH바텍
KRX:254490,미래반도체
KRX:443670,에스피소프트
KRX:217330,싸이토젠
KRX:042600,새로닉스
KRX:061970,LB세미콘
KRX:307750,국전약품
KRX:102120,어보브반도체
KRX:092040,아미코젠
KRX:077360,덕산하이메탈
KRX:146320,비씨엔씨
KRX:148150,세경하이테크
KRX:058820,CMG제약
KRX:251970,펌텍코리아
KRX:045100,한양이엔지
KRX:033160,엠케이전자
KRX:108230,톱텍
KRX:064260,다날
KRX:445680,큐리옥스바이오시스템즈
KRX:051500,CJ프레시웨이
KRX:041960,코미팜
KRX:023410,유진기업
KRX:032620,유비케어
KRX:030530,원익홀딩스
KRX:052020,에스티큐브
KRX:035890,서희건설
KRX:304100,솔트룩스
KRX:003800,에이스침대
KRX:084110,휴온스글로벌
KRX:107600,새빗켐
KRX:166480,코아스템켐온
KRX:278650,HLB바이오스텝
KRX:100120,뷰웍스
KRX:036030,케이티알파
KRX:950130,엑세스바이오
KRX:282880,코윈테크
KRX:138580,비즈니스온
KRX:297890,HB솔루션
KRX:051980,중앙첨단소재
KRX:397030,에이프릴바이오
KRX:086980,쇼박스
KRX:086390,유니테스트
KRX:216080,제테마
KRX:089600,나스미디어
KRX:382840,원준
KRX:093520,매커스
KRX:031330,에스에이엠티
KRX:214680,디알텍
KRX:217820,원익피앤이
KRX:334970,프레스티지바이오로직스
KRX:064800,젬백스링크
KRX:013120,동원개발
KRX:083790,CG인바이츠
KRX:204620,글로벌텍스프리
KRX:174900,앱클론
KRX:018310,삼목에스폼
KRX:354320,알멕
KRX:036620,감성코퍼레이션
KRX:126340,비나텍
KRX:226950,올릭스
KRX:052400,코나아이
KRX:034810,해성산업
KRX:452430,사피엔반도체
KRX:083650,비에이치아이
KRX:121800,비덴트
KRX:051360,토비스
KRX:190510,나무가
KRX:389020,자람테크놀로지
KRX:228670,레이
KRX:089890,코세스
KRX:092070,디엔에프
KRX:131370,알서포트
KRX:093640,케이알엠
KRX:124500,아이티센
KRX:043370,피에이치에이
KRX:036200,유니셈
KRX:096040,이트론
KRX:268600,셀리버리
KRX:078070,유비쿼스홀딩스
KRX:017890,한국알콜
KRX:451760,컨텍
KRX:388720,유일로보틱스
KRX:049950,미래컴퍼니
KRX:123040,엠에스오토텍
KRX:126600,BGF에코머티리얼즈
KRX:078160,메디포스트
KRX:290670,대보마그네틱
KRX:078020,이베스트투자증권
KRX:084650,랩지노믹스
KRX:950140,잉글우드랩
KRX:102940,코오롱생명과학
KRX:171090,선익시스템
KRX:079940,가비아
KRX:289220,자이언트스텝
KRX:060570,드림어스컴퍼니
KRX:417010,나노팀
KRX:063080,컴투스홀딩스
KRX:048870,시너지이노베이션
KRX:472850,폰드그룹
KRX:053080,케이엔솔
KRX:048530,인트론바이오
KRX:214430,아이쓰리시스템
KRX:060370,LS마린솔루션
KRX:211270,AP위성
KRX:356860,티엘비
KRX:150840,인트로메딕
KRX:318020,포인트모바일
KRX:032300,한국파마
KRX:038290,마크로젠
KRX:396270,넥스트칩
KRX:389500,에스비비테크
KRX:073570,리튬포어스
KRX:950170,JTC
KRX:205470,휴마시스
KRX:054210,이랜텍
KRX:104460,디와이피엔에프
KRX:384470,코어라인소프트
KRX:122450,KX
KRX:038110,에코플라스틱
KRX:298540,더네이쳐홀딩스
KRX:053300,한국정보인증
KRX:321820,와이더플래닛
KRX:900290,GRT
KRX:042420,네오위즈홀딩스
KRX:445180,퓨릿
KRX:402490,그린리소스
KRX:285490,노바텍
KRX:168360,펨트론
KRX:045390,대아티아이
KRX:182360,큐브엔터
KRX:046440,KG모빌리언스
KRX:091580,상신이디피
KRX:078350,한양디지텍
KRX:036800,나이스정보통신
KRX:144960,뉴파워프라즈마
KRX:365590,하이딥
KRX:024850,HLB이노베이션
KRX:088390,이녹스
KRX:297090,씨에스베어링
KRX:067280,멀티캠퍼스
KRX:040300,YTN
KRX:063570,한국전자금융
KRX:092730,네오팜
KRX:219130,타이거일렉
KRX:042370,비츠로테크
KRX:013990,아가방컴퍼니
KRX:090710,휴림로봇
KRX:060590,씨티씨바이오
KRX:389260,대명에너지
KRX:036890,진성티이씨
KRX:322510,제이엘케이
KRX:067080,대화제약
KRX:066790,씨씨에스
KRX:057880,피에이치씨
KRX:230240,에치에프알
KRX:234340,헥토파이낸셜
KRX:220100,퓨쳐켐
KRX:452400,이닉스
KRX:143160,아이디스
KRX:019210,와이지-원
KRX:084990,헬릭스미스
KRX:207760,미스터블루
KRX:045970,코아시아
KRX:370090,퓨런티어
KRX:143240,사람인
KRX:206560,덱스터
KRX:067000,조이시티
KRX:033340,좋은사람들
KRX:078150,HB테크놀러지
KRX:321550,티움바이오
KRX:083930,아바코
KRX:023760,한국캐피탈
KRX:109610,에스와이
KRX:063170,서울옥션
KRX:035080,그래디언트
KRX:179290,엠아이텍
KRX:408900,스튜디오미르
KRX:073490,이노와이어리스
KRX:096240,크레버스
KRX:086890,이수앱지스
KRX:091440,한울소재과학
KRX:037070,파세코
KRX:122990,와이솔
KRX:032820,우리기술
KRX:211050,인카금융서비스
KRX:220260,켐트로스
KRX:225530,보광산업
KRX:085670,뉴프렉스
KRX:294570,쿠콘
KRX:011040,경동제약
KRX:036560,영풍정밀
KRX:080420,모다이노칩
KRX:357230,에이치피오
KRX:234690,녹십자웰빙
KRX:418420,라온텍
KRX:192440,슈피겐코리아
KRX:042520,한스바이오메드
KRX:149950,아바텍
KRX:035810,이지홀딩스
KRX:203650,드림시큐리티
KRX:043610,지니뮤직
KRX:239890,피엔에이치테크
KRX:172670,에이엘티
KRX:092870,엑시콘
KRX:200470,에이팩트
KRX:194700,노바렉스
KRX:264850,이랜시스
KRX:226330,신테카바이오
KRX:432430,와이랩
KRX:065560,녹원씨엔아이
KRX:033290,코웰패션
KRX:038540,상상인
KRX:251370,와이엠티
KRX:262260,에이프로
KRX:418470,밀리의서재
KRX:457550,우진엔텍
KRX:016790,카나리아바이오
KRX:080580,오킨스전자
KRX:389140,포바이포
KRX:131400,이브이첨단소재
KRX:315640,딥노이드
KRX:023600,삼보판지
KRX:125210,아모그린텍
KRX:160980,싸이맥스
KRX:452190,한빛레이저
KRX:439580,블루엠텍
KRX:024810,이화전기
KRX:300080,플리토
KRX:065510,휴비츠
KRX:214180,헥토이노베이션
KRX:088800,에이스테크
KRX:030960,양지사
KRX:365270,큐라클
KRX:264450,유비쿼스
KRX:136540,윈스
KRX:068930,디지털대성
KRX:388870,파로스아이바이오
KRX:027710,팜스토리
KRX:110790,크리스에프앤씨
KRX:236200,슈프리마
KRX:396470,워트
KRX:376190,LB루셈
KRX:094820,일진파워
KRX:005860,한일사료
KRX:290550,디케이티
KRX:115960,연우
KRX:382800,지앤비에스 에코
KRX:046210,HLB파나진
KRX:205100,엑셈
KRX:023910,대한약품
KRX:418620,이에이트
KRX:100130,동국S&C
KRX:355390,크라우드웍스
KRX:029480,광무
KRX:360350,코셈
KRX:025950,동신건설
KRX:084730,팅크웨어
KRX:356680,엑스게이트
KRX:311320,지오엘리먼트
KRX:138610,나이벡
KRX:348150,고바이오랩
KRX:121440,골프존뉴딘홀딩스
KRX:090470,제이스텍
KRX:424960,스마트레이더시스템
KRX:033230,인성정보
KRX:362320,청담글로벌
KRX:451220,아이엠티
KRX:119830,아이텍
KRX:092190,서울바이오시스
KRX:048550,SM C&C
KRX:068790,DMS
KRX:013310,아진산업
KRX:388050,지투파워
KRX:067990,도이치모터스
KRX:453860,에이에스텍
KRX:104480,티케이케미칼
KRX:044340,위닉스
KRX:277880,티에스아이
KRX:950220,네오이뮨텍
KRX:261200,덴티스
KRX:377480,마음AI
KRX:102370,케이옥션
KRX:086960,MDS테크
KRX:092130,이크레더블
KRX:099440,스맥
KRX:382900,범한퓨얼셀
KRX:419050,삼기이브이
KRX:950190,고스트스튜디오
KRX:036190,금화피에스시
KRX:208370,셀바스헬스케어
KRX:021080,에이티넘인베스트
KRX:255440,야스
KRX:123410,코리아에프티
KRX:039560,다산네트웍스
KRX:317870,엔바이오니아
KRX:012700,리드코프
KRX:310200,애니플러스
KRX:417500,제이아이테크
KRX:294090,이오플로우
KRX:377450,리파인
KRX:222810,세토피아
KRX:114840,아이패밀리에스씨
KRX:294630,서남
KRX:337930,브랜드엑스코퍼레이션
KRX:079960,동양이엔피
KRX:065680,우주일렉트로
KRX:006620,동구바이오제약
KRX:072770,율호
KRX:137950,제이씨케미칼
KRX:060560,홈센타홀딩스
KRX:006910,보성파워텍
KRX:065450,빅텍
KRX:138080,오이솔루션
KRX:228850,레이언스
KRX:432470,케이엔에스
KRX:078940,퀀타피아
KRX:162300,신스틸
KRX:023900,풍국주정
KRX:170920,엘티씨
KRX:024060,흥구석유
KRX:049720,고려신용정보
KRX:105760,포스뱅크
KRX:273640,와이엠텍
KRX:014470,부방
KRX:199550,레이저옵텍
KRX:140670,알에스오토메이션
KRX:291230,엔피
KRX:082800,비보존 제약
KRX:156100,엘앤케이바이오
KRX:064820,케이프
KRX:307930,컴퍼니케이
KRX:338840,와이바이오로직스
KRX:300120,라온피플
KRX:347860,알체라
KRX:332570,와이팜
KRX:274090,켄코아에어로스페이스
KRX:140070,서플러스글로벌
KRX:195990,에이비프로바이오
KRX:007330,푸른저축은행
KRX:074430,아미노로직스
KRX:180400,DXVX
KRX:019550,SBI인베스트먼트
KRX:419080,엔젯
KRX:104540,코렌텍
KRX:033170,시그네틱스
KRX:183490,엔지켐생명과학
KRX:036010,아비코전자
KRX:246710,티앤알바이오팹
KRX:032860,더라미
KRX:109740,디에스케이
KRX:251630,브이원텍
KRX:048910,대원미디어
KRX:014940,오리엔탈정공
KRX:040910,아이씨디
KRX:012860,모베이스전자
KRX:036630,세종텔레콤
KRX:259630,엠플러스
KRX:066700,테라젠이텍스
KRX:214260,라파스
KRX:054620,APS
KRX:250060,모비스
KRX:052260,현대바이오랜드
KRX:042510,라온시큐어
KRX:037460,삼지전자
KRX:182400,엔케이맥스
KRX:053580,웹케시
KRX:149980,하이로닉
KRX:159580,제로투세븐
KRX:216050,인크로스
KRX:060310,3S
KRX:026150,특수건설
KRX:039340,한국경제TV
KRX:066980,한성크린텍
KRX:371950,풍원정밀
KRX:112290,와이씨켐
KRX:065660,안트로젠
KRX:071200,인피니트헬스케어
KRX:267320,나인테크
KRX:071280,로체시스템즈
KRX:159010,아스플로
KRX:314130,지놈앤컴퍼니
KRX:261780,차백신연구소
KRX:082850,우리바이오
KRX:203400,에이비온
KRX:006580,대양제지
KRX:419530,SAMG엔터
KRX:038390,레드캡투어
KRX:105330,케이엔더블유
KRX:073010,케이에스피
KRX:124560,태웅로직스
KRX:311690,CJ 바이오사이언스
KRX:317770,엑스페릭스
KRX:054050,농우바이오
KRX:269620,시스웍
KRX:411080,샌즈랩
KRX:047820,초록뱀미디어
KRX:120240,대정화금
KRX:086820,바이오솔루션
KRX:059270,해성티피씨
KRX:067900,와이엔텍
KRX:115160,휴맥스
KRX:053700,삼보모터스
KRX:366030,공구우먼
KRX:072870,메가스터디
KRX:347890,엠투아이
KRX:005710,대원산업
KRX:090850,현대이지웰
KRX:217190,제너셈
KRX:256940,케이피에스
KRX:272110,케이엔제이
KRX:054780,키이스트
KRX:383930,디티앤씨알오
KRX:003100,선광
KRX:164060,이루다
KRX:041590,플래스크
KRX:018000,유니슨
KRX:443250,레뷰코퍼레이션
KRX:417790,트루엔
KRX:036710,심텍홀딩스
KRX:900250,크리스탈신소재
KRX:051160,지어소프트
KRX:035610,솔본
KRX:215360,우리산업
KRX:236810,엔비티
KRX:061040,알에프텍
KRX:053280,예스24
KRX:173130,오파스넷
KRX:099750,이지케어텍
KRX:052710,아모텍
KRX:206400,베노티앤알
KRX:417840,저스템
KRX:282720,금양그린파워
KRX:036120,SCI평가정보
KRX:357580,아모센스
KRX:407400,꿈비
KRX:391710,코닉오토메이션
KRX:377030,맥스트
KRX:096630,에스코넥
KRX:111710,남화산업
KRX:066590,우수AMS
KRX:100700,세운메디칼
KRX:142210,유니트론텍
KRX:289080,SV인베스트먼트
KRX:263600,덕우전자
KRX:089850,유비벨록스
KRX:058400,KNN
KRX:304360,에스바이오메딕스
KRX:353810,이지바이오
KRX:108380,대양전기공업
KRX:038880,아이에이
KRX:382480,지아이텍
KRX:054670,대한뉴팜
KRX:215090,휴센텍
KRX:178780,일월지엠엘
KRX:170030,현대공업
KRX:041930,동아화성
KRX:263860,지니언스
KRX:148140,비디아이
KRX:053160,프리엠스
KRX:171120,라이온켐텍
KRX:264660,씨앤지하이테크
KRX:361390,제노코
KRX:053450,세코닉스
KRX:041920,메디아나
KRX:052420,오성첨단소재
KRX:293780,압타바이오
KRX:452280,한선엔지니어링
KRX:241790,오션브릿지
KRX:240600,유진테크놀로지
KRX:263690,디알젬
KRX:276040,스코넥
KRX:049960,쎌바이오텍
KRX:009730,코센
KRX:054800,아이디스홀딩스
KRX:376930,노을
KRX:232680,라온테크
KRX:234300,에스트래픽
KRX:123420,위메이드플레이
KRX:067570,엔브이에이치코리아
KRX:057680,티사이언티픽
KRX:115180,큐리언트
KRX:041440,현대에버다임
KRX:058630,엠게임
KRX:045660,에이텍
KRX:059210,메타바이오메드
KRX:086670,비엠티
KRX:032850,비트컴퓨터
KRX:067370,선바이오
KRX:033310,엠투엔
KRX:027580,상보
KRX:226400,오스테오닉
KRX:033540,파라텍
KRX:126880,제이엔케이히터
KRX:317830,에스피시스템스
KRX:306620,네온테크
KRX:271830,팸텍
KRX:203690,스피어파워
KRX:368770,파이버프로
KRX:109670,씨싸이트
KRX:241690,유니테크노
KRX:005990,매일홀딩스
KRX:222040,코스맥스엔비티
KRX:369370,블리츠웨이
KRX:323280,태성
KRX:330350,위더스제약
KRX:284620,카이노스메드
KRX:056090,이노시스
KRX:071670,에이테크솔루션
KRX:054040,한국컴퓨터
KRX:036090,위지트
KRX:403490,우듬지팜
KRX:066620,국보디자인
KRX:000440,중앙에너비스
KRX:061250,화일약품
KRX:052330,코텍
KRX:050110,캠시스
KRX:078890,가온그룹
KRX:241840,에이스토리
KRX:191420,테고사이언스
KRX:104620,노랑풍선
KRX:217730,강스템바이오텍
KRX:009300,삼아제약
KRX:263700,케어랩스
KRX:340360,다보링크
KRX:251120,바이오에프디엔씨
KRX:368600,아이씨에이치
KRX:389470,인벤티지랩
KRX:160550,NEW
KRX:054920,한컴위드
KRX:040420,정상제이엘에스
KRX:010470,오리콤
KRX:321370,센서뷰
KRX:043650,국순당
KRX:340930,유일에너테크
KRX:257370,피엔티엠에스
KRX:352090,스톰테크
KRX:082210,옵트론텍
KRX:160600,이큐셀
KRX:095190,이엠코리아
KRX:093920,서원인텍
KRX:234100,폴라리스세원
KRX:199820,제일전기공업
KRX:101930,인화정공
KRX:060230,소니드
KRX:105550,트루윈
KRX:187870,디바이스이엔지
KRX:093190,빅솔론
KRX:065130,탑엔지니어링
KRX:049080,기가레인
KRX:059120,아진엑스텍
KRX:258610,케일럼
KRX:408920,메쎄이상
KRX:027050,코리아나
KRX:027830,대성창투
KRX:241520,DSC인베스트먼트
KRX:053980,오상자이엘
KRX:001540,안국약품
KRX:330730,스톤브릿지벤처스
KRX:253840,수젠텍
KRX:007820,에스엠코어
KRX:065530,와이어블
KRX:037950,엘컴텍
KRX:067290,JW신약
KRX:094850,참좋은여행
KRX:039860,나노엔텍
KRX:018120,진로발효
KRX:361570,알비더블유
KRX:302430,이노메트리
